code,category,value
E02000339,4,73
E02000339,5,7
E02000100,1,1299
E02000100,2,898
E02000100,3,319
E02000100,4,51
E02000100,5,0
E02000139,1,1947
E02000139,2,925
E02000139,3,344
E02000139,4,85
E02000139,5,7
E02000157,1,1911
E02000157,2,1068
E02000157,3,284
E02000157,4,14
E02000157,5,2
E02000162,1,1461
E02000162,2,1019
E02000162,3,384
E02000162,4,94
E02000162,5,5
E02000182,1,1630
E02000182,2,959
E02000182,3,391
E02000182,4,93
E02000182,5,9
E02000184,1,1480
E02000184,2,1181
E02000184,3,661
E02000184,4,278
E02000184,5,34
E02000215,1,2394
E02000215,2,1800
E02000215,3,817
E02000215,4,222
E02000215,5,22
E02000232,1,1219
E02000232,2,807
E02000232,3,287
E02000232,4,50
E02000232,5,4
E02000236,1,2026
E02000236,2,982
E02000236,3,255
E02000236,4,44
E02000236,5,1
E02000242,1,958
E02000242,2,850
E02000242,3,362
E02000242,4,60
E02000242,5,1
E02000258,1,1258
E02000258,2,883
E02000258,3,338
E02000258,4,100
E02000258,5,23
E02000272,1,1446
E02000272,2,801
E02000272,3,230
E02000272,4,61
E02000272,5,2
E02000282,1,1036
E02000282,2,1363
E02000282,3,745
E02000282,4,280
E02000282,5,42
E02000284,1,1858
E02000284,2,1148
E02000284,3,466
E02000284,4,138
E02000284,5,7
E02000320,1,1142
E02000320,2,891
E02000320,3,395
E02000320,4,117
E02000320,5,12
E02000327,1,1112
E02000327,2,850
E02000327,3,498
E02000327,4,158
E02000327,5,15
E02000342,4,124
E02000342,5,9
E02000343,1,1191
E02000343,2,869
E02000343,3,478
E02000343,4,143
E02000343,5,12
E02000344,1,1338
E02000344,2,748
E02000344,3,298
E02000344,4,63
E02000344,5,1
E02000345,1,927
E02000345,2,1007
E02000345,3,476
E02000345,4,144
E02000345,5,34
E02000347,1,984
E02000347,2,1025
E02000347,3,423
E02000347,4,137
E02000347,5,13
E02000350,1,1665
E02000350,2,1281
E02000350,3,515
E02000350,4,208
E02000350,5,24
E02000352,1,1306
E02000352,2,838
E02000352,3,387
E02000352,4,144
E02000352,5,10
E02000354,1,1628
E02000354,2,1304
E02000354,3,754
E02000354,4,272
E02000354,5,32
E02000355,1,1456
E02000355,2,991
E02000355,3,484
E02000355,4,166
E02000355,5,16
E02000357,1,930
E02000357,2,994
E02000357,3,582
E02000357,4,196
E02000357,5,19
E02000358,1,2230
E02000358,2,1468
E02000358,3,837
E02000358,4,255
E02000358,5,29
E02000360,1,1931
E02000360,2,1601
E02000360,3,903
E02000360,4,385
E02000360,5,31
E02000361,1,1668
E02000361,2,1189
E02000361,3,584
E02000361,4,217
E02000361,5,20
E02000362,1,1155
E02000362,2,915
E02000362,3,530
E02000362,4,190
E02000362,5,16
E02000364,1,2031
E02000364,2,1237
E02000364,3,593
E02000364,4,221
E02000364,5,17
E02000366,1,1404
E02000366,2,1162
E02000366,3,645
E02000366,4,304
E02000366,5,24
E02000367,1,2390
E02000367,2,1363
E02000367,3,621
E02000367,4,206
E02000367,5,15
E02000370,1,1854
E02000370,2,1278
E02000370,3,586
E02000370,4,247
E02000370,5,26
E02000372,1,1481
E02000372,2,1400
E02000372,3,720
E02000372,4,254
E02000372,5,21
E02000374,1,1183
E02000374,2,838
E02000374,3,442
E02000374,4,144
E02000374,5,10
E02000375,1,1500
E02000375,2,1218
E02000375,3,570
E02000375,4,181
E02000375,5,28
E02000376,1,1432
E02000376,2,1081
E02000376,3,481
E02000376,4,163
E02000376,5,24
E02000378,1,1593
E02000378,2,1087
E02000378,3,427
E02000378,4,137
E02000378,5,7
E02000380,1,1384
E02000380,2,766
E02000380,3,263
E02000380,4,77
E02000380,5,11
E02000381,1,1863
E02000381,2,1106
E02000381,3,412
E02000381,4,144
E02000381,5,23
E02000382,1,1519
E02000382,2,825
E02000382,3,293
E02000382,4,117
E02000382,5,18
E02000383,1,2087
E02000383,2,1346
E02000383,3,524
E02000383,4,135
E02000383,5,19
E02000385,1,1638
E02000385,2,849
E02000385,3,270
E02000385,4,78
E02000385,5,13
E02000387,1,1194
E02000387,2,861
E02000387,3,398
E02000387,4,121
E02000387,5,11
E02000389,1,2147
E02000389,2,1104
E02000389,3,342
E02000389,4,80
E02000389,5,6
E02000391,1,1959
E02000391,2,875
E02000391,3,334
E02000391,4,105
E02000391,5,8
E02000392,1,2341
E02000392,2,1108
E02000392,3,438
E02000392,4,137
E02000392,5,15
E02000393,1,1715
E02000393,2,633
E02000393,3,185
E02000393,4,47
E02000393,5,8
E02000394,1,2385
E02000394,2,1304
E02000394,3,510
E02000394,4,133
E02000394,5,14
E02000395,1,1679
E02000395,2,723
E02000395,3,194
E02000395,4,42
E02000395,5,5
E02000396,1,1553
E02000396,2,783
E02000396,3,329
E02000396,4,91
E02000396,5,14
E02000401,1,823
E02000401,2,832
E02000401,3,577
E02000401,4,228
E02000401,5,17
E02000403,1,1162
E02000403,2,1101
E02000403,3,531
E02000403,4,175
E02000403,5,21
E02000404,1,924
E02000404,2,971
E02000404,3,548
E02000404,4,214
E02000404,5,8
E02000405,1,1475
E02000405,2,726
E02000405,3,206
E02000405,4,52
E02000405,5,5
E02000406,1,1022
E02000406,2,845
E02000406,3,542
E02000406,4,170
E02000406,5,16
E02000409,1,810
E02000409,2,864
E02000409,3,495
E02000409,4,183
E02000409,5,18
E02000410,1,1561
E02000410,2,813
E02000410,3,200
E02000410,4,32
E02000410,5,8
E02000411,1,1606
E02000411,2,1420
E02000411,3,666
E02000411,4,237
E02000411,5,24
E02000412,1,989
E02000412,2,1051
E02000412,3,598
E02000412,4,201
E02000412,5,30
E02000413,1,1672
E02000413,2,904
E02000413,3,313
E02000413,4,70
E02000413,5,4
E02000416,1,1929
E02000416,2,1208
E02000416,3,576
E02000416,4,192
E02000416,5,14
E02000417,1,1684
E02000417,2,871
E02000417,3,247
E02000417,4,63
E02000417,5,2
E02000418,1,1306
E02000418,2,637
E02000418,3,215
E02000418,4,47
E02000418,5,3
E02000420,1,1303
E02000420,2,1215
E02000420,3,683
E02000420,4,213
E02000420,5,22
E02000421,1,1049
E02000421,2,1146
E02000421,3,696
E02000421,4,232
E02000421,5,17
E02000423,1,1155
E02000423,2,895
E02000423,3,443
E02000423,4,166
E02000423,5,13
E02000424,1,1598
E02000424,2,889
E02000424,3,372
E02000424,4,118
E02000424,5,7
E02000425,1,742
E02000425,2,880
E02000425,3,404
E02000425,4,117
E02000425,5,20
E02000426,1,1612
E02000426,2,765
E02000426,3,276
E02000426,4,86
E02000426,5,3
E02000427,1,1313
E02000427,2,979
E02000427,3,435
E02000427,4,122
E02000427,5,18
E02000428,1,933
E02000428,2,1098
E02000428,3,662
E02000428,4,217
E02000428,5,12
E02000429,1,1899
E02000429,2,958
E02000429,3,269
E02000429,4,69
E02000429,5,6
E02000431,1,1760
E02000431,2,786
E02000431,3,235
E02000431,4,56
E02000431,5,8
E02000432,1,1428
E02000432,2,862
E02000432,3,363
E02000432,4,134
E02000432,5,12
E02000434,1,1918
E02000434,2,1148
E02000434,3,444
E02000434,4,114
E02000434,5,14
E02000435,1,1261
E02000435,2,955
E02000435,3,471
E02000435,4,120
E02000435,5,5
E02000436,1,1225
E02000436,2,622
E02000436,3,167
E02000436,4,29
E02000436,5,1
E02000437,1,1385
E02000437,2,1147
E02000437,3,448
E02000437,4,102
E02000437,5,7
E02000438,1,1380
E02000438,2,1074
E02000438,3,479
E02000438,4,103
E02000438,5,7
E02000439,1,1273
E02000439,2,1103
E02000439,3,440
E02000439,4,122
E02000439,5,10
E02000442,1,1086
E02000442,2,1059
E02000442,3,436
E02000442,4,81
E02000442,5,5
E02000443,1,1457
E02000443,2,1296
E02000443,3,604
E02000443,4,165
E02000443,5,24
E02000444,1,1282
E02000444,2,968
E02000444,3,358
E02000444,4,60
E02000444,5,4
E02000445,1,1558
E02000445,2,1397
E02000445,3,680
E02000445,4,168
E02000445,5,17
E02000447,1,1479
E02000447,2,908
E02000447,3,292
E02000447,4,61
E02000447,5,5
E02000448,1,1591
E02000448,2,846
E02000448,3,251
E02000448,4,58
E02000448,5,13
E02000449,1,1032
E02000449,2,969
E02000449,3,412
E02000449,4,108
E02000449,5,5
E02000452,1,1585
E02000452,2,1215
E02000452,3,516
E02000452,4,126
E02000452,5,7
E02000454,1,1586
E02000454,2,720
E02000454,3,195
E02000454,4,21
E02000454,5,0
E02000455,1,2460
E02000455,2,1531
E02000455,3,613
E02000455,4,138
E02000455,5,17
E02000456,1,1240
E02000456,2,958
E02000456,3,405
E02000456,4,107
E02000456,5,7
E02000457,1,1317
E02000457,2,891
E02000457,3,288
E02000457,4,61
E02000457,5,6
E02000459,1,1439
E02000459,2,1283
E02000459,3,528
E02000459,4,160
E02000459,5,8
E02000461,1,1438
E02000461,2,796
E02000461,3,261
E02000461,4,56
E02000461,5,8
E02000463,1,1262
E02000463,2,1017
E02000463,3,435
E02000463,4,114
E02000463,5,6
E02000465,1,1389
E02000465,2,1169
E02000465,3,682
E02000465,4,237
E02000465,5,15
E02000466,1,1397
E02000466,2,1186
E02000466,3,547
E02000466,4,155
E02000466,5,9
E02000469,1,1032
E02000469,2,981
E02000469,3,526
E02000469,4,148
E02000469,5,12
E02000470,1,2179
E02000470,2,1376
E02000470,3,469
E02000470,4,98
E02000470,5,9
E02000473,1,2137
E02000473,2,1315
E02000473,3,484
E02000473,4,82
E02000473,5,7
E02000474,1,1582
E02000474,2,1259
E02000474,3,561
E02000474,4,121
E02000474,5,8
E02000475,1,2157
E02000475,2,1249
E02000475,3,457
E02000475,4,94
E02000475,5,1
E02000477,1,2003
E02000477,2,1226
E02000477,3,420
E02000477,4,63
E02000477,5,4
E02000478,1,1133
E02000478,2,715
E02000478,3,269
E02000478,4,32
E02000478,5,1
E02000479,1,1873
E02000479,2,1193
E02000479,3,559
E02000479,4,153
E02000479,5,11
E02000480,1,2350
E02000480,2,1703
E02000480,3,754
E02000480,4,195
E02000480,5,10
E02000481,1,1588
E02000481,2,1158
E02000481,3,432
E02000481,4,63
E02000481,5,5
E02000482,1,1488
E02000482,2,834
E02000482,3,234
E02000482,4,21
E02000482,5,0
E02000483,1,1557
E02000483,2,1292
E02000483,3,534
E02000483,4,81
E02000483,5,9
E02000484,1,1650
E02000484,2,1107
E02000484,3,412
E02000484,4,83
E02000484,5,1
E02000485,1,1819
E02000485,2,1172
E02000485,3,417
E02000485,4,47
E02000485,5,0
E02000488,1,1607
E02000488,2,1008
E02000488,3,353
E02000488,4,45
E02000488,5,1
E02000489,1,1509
E02000489,2,1147
E02000489,3,501
E02000489,4,98
E02000489,5,6
E02000490,1,1397
E02000490,2,1187
E02000490,3,531
E02000490,4,107
E02000490,5,4
E02000491,1,1685
E02000491,2,1373
E02000491,3,672
E02000491,4,191
E02000491,5,13
E02000492,1,1192
E02000492,2,958
E02000492,3,383
E02000492,4,87
E02000492,5,2
E02000494,1,1859
E02000494,2,979
E02000494,3,291
E02000494,4,79
E02000494,5,8
E02000495,1,2225
E02000495,2,1434
E02000495,3,513
E02000495,4,127
E02000495,5,7
E02000498,1,1362
E02000498,2,865
E02000498,3,324
E02000498,4,84
E02000498,5,4
E02000499,1,1698
E02000499,2,973
E02000499,3,301
E02000499,4,38
E02000499,5,4
E02000500,1,1857
E02000500,2,1078
E02000500,3,328
E02000500,4,39
E02000500,5,3
E02000501,1,1836
E02000501,2,1062
E02000501,3,315
E02000501,4,57
E02000501,5,3
E02000502,1,1993
E02000502,2,1124
E02000502,3,352
E02000502,4,57
E02000502,5,2
E02000503,1,1812
E02000503,2,1050
E02000503,3,337
E02000503,4,53
E02000503,5,2
E02000507,1,1402
E02000507,2,917
E02000507,3,369
E02000507,4,83
E02000507,5,8
E02000508,1,2271
E02000508,2,1316
E02000508,3,573
E02000508,4,162
E02000508,5,17
E02000509,1,1458
E02000509,2,1222
E02000509,3,550
E02000509,4,161
E02000509,5,11
E02000510,1,1535
E02000510,2,1147
E02000510,3,473
E02000510,4,103
E02000510,5,3
E02000513,1,1120
E02000513,2,1324
E02000513,3,667
E02000513,4,195
E02000513,5,17
E02000515,1,2157
E02000515,2,1954
E02000515,3,932
E02000515,4,273
E02000515,5,29
E02000517,1,1233
E02000517,2,1227
E02000517,3,649
E02000517,4,188
E02000517,5,24
E02000518,1,1259
E02000518,2,1295
E02000518,3,589
E02000518,4,176
E02000518,5,9
E02000521,1,1855
E02000521,2,1518
E02000521,3,751
E02000521,4,217
E02000521,5,10
E02000522,1,1462
E02000522,2,1239
E02000522,3,592
E02000522,4,173
E02000522,5,22
E02000523,1,1418
E02000523,2,1468
E02000523,3,635
E02000523,4,148
E02000523,5,11
E02000524,1,965
E02000524,2,1040
E02000524,3,480
E02000524,4,147
E02000524,5,7
E02000530,1,768
E02000530,2,958
E02000530,3,583
E02000530,4,191
E02000530,5,17
E02000533,1,2193
E02000533,2,1020
E02000533,3,356
E02000533,4,105
E02000533,5,15
E02000535,1,1119
E02000535,2,1195
E02000535,3,556
E02000535,4,129
E02000535,5,7
E02000536,1,1297
E02000536,2,1222
E02000536,3,585
E02000536,4,132
E02000536,5,9
E02000538,1,1045
E02000538,2,1176
E02000538,3,618
E02000538,4,149
E02000538,5,16
E02000539,1,2380
E02000539,2,1507
E02000539,3,669
E02000539,4,163
E02000539,5,15
E02000540,1,1942
E02000540,2,1604
E02000540,3,727
E02000540,4,182
E02000540,5,31
E02000542,1,1229
E02000542,2,1648
E02000542,3,810
E02000542,4,243
E02000542,5,23
E02000543,1,1854
E02000543,2,1903
E02000543,3,870
E02000543,4,236
E02000543,5,29
E02000544,1,1482
E02000544,2,978
E02000544,3,383
E02000544,4,75
E02000544,5,4
E02000546,1,1169
E02000546,2,1230
E02000546,3,603
E02000546,4,150
E02000546,5,7
E02000547,1,1420
E02000547,2,1494
E02000547,3,745
E02000547,4,181
E02000547,5,14
E02000549,1,1637
E02000549,2,1557
E02000549,3,708
E02000549,4,165
E02000549,5,16
E02000551,1,1179
E02000551,2,1279
E02000551,3,742
E02000551,4,190
E02000551,5,25
E02000555,1,1885
E02000555,2,1306
E02000555,3,621
E02000555,4,204
E02000555,5,18
E02000558,1,1336
E02000558,2,1400
E02000558,3,840
E02000558,4,359
E02000558,5,22
E02000559,1,2305
E02000559,2,1079
E02000559,3,451
E02000559,4,149
E02000559,5,11
E02000560,1,1559
E02000560,2,1067
E02000560,3,505
E02000560,4,133
E02000560,5,11
E02000561,1,1713
E02000561,2,956
E02000561,3,351
E02000561,4,123
E02000561,5,15
E02000562,1,1775
E02000562,2,1034
E02000562,3,505
E02000562,4,160
E02000562,5,13
E02000563,1,1487
E02000563,2,1304
E02000563,3,765
E02000563,4,275
E02000563,5,27
E02000564,1,2878
E02000564,2,1754
E02000564,3,766
E02000564,4,239
E02000564,5,27
E02000565,1,1600
E02000565,2,1041
E02000565,3,599
E02000565,4,242
E02000565,5,15
E02000567,1,2451
E02000567,2,1406
E02000567,3,728
E02000567,4,277
E02000567,5,32
E02000572,1,1285
E02000572,2,1155
E02000572,3,735
E02000572,4,331
E02000572,5,18
E02000573,1,2948
E02000573,2,1260
E02000573,3,512
E02000573,4,188
E02000573,5,13
E02000574,1,1839
E02000574,2,1104
E02000574,3,472
E02000574,4,179
E02000574,5,11
E02000575,1,2660
E02000575,2,1487
E02000575,3,722
E02000575,4,278
E02000575,5,24
E02000578,1,705
E02000578,2,781
E02000578,3,571
E02000578,4,229
E02000578,5,23
E02000579,1,1695
E02000579,2,1232
E02000579,3,618
E02000579,4,240
E02000579,5,35
E02000580,1,1657
E02000580,2,1232
E02000580,3,787
E02000580,4,263
E02000580,5,49
E02000581,1,936
E02000581,2,1017
E02000581,3,653
E02000581,4,373
E02000581,5,31
E02000582,1,1890
E02000582,2,994
E02000582,3,319
E02000582,4,62
E02000582,5,8
E02000583,1,1898
E02000583,2,822
E02000583,3,296
E02000583,4,83
E02000583,5,19
E02000585,1,1879
E02000585,2,1007
E02000585,3,361
E02000585,4,119
E02000585,5,20
E02000586,1,1909
E02000586,2,781
E02000586,3,155
E02000586,4,36
E02000586,5,0
E02000587,1,1967
E02000587,2,804
E02000587,3,203
E02000587,4,50
E02000587,5,3
E02000588,1,2068
E02000588,2,766
E02000588,3,192
E02000588,4,43
E02000588,5,8
E02000589,1,1997
E02000589,2,1166
E02000589,3,371
E02000589,4,102
E02000589,5,23
E02000591,1,1479
E02000591,2,1093
E02000591,3,447
E02000591,4,180
E02000591,5,39
E02000593,1,1990
E02000593,2,1188
E02000593,3,355
E02000593,4,134
E02000593,5,17
E02000594,1,1825
E02000594,2,786
E02000594,3,238
E02000594,4,60
E02000594,5,13
E02000596,1,1935
E02000596,2,819
E02000596,3,225
E02000596,4,76
E02000596,5,18
E02000599,1,1485
E02000599,2,683
E02000599,3,151
E02000599,4,30
E02000599,5,2
E02000602,1,1915
E02000602,2,1313
E02000602,3,600
E02000602,4,204
E02000602,5,14
E02000604,1,2007
E02000604,2,1107
E02000604,3,371
E02000604,4,70
E02000604,5,4
E02000606,1,2840
E02000606,2,1459
E02000606,3,411
E02000606,4,89
E02000606,5,12
E02000609,1,1373
E02000609,2,922
E02000609,3,361
E02000609,4,77
E02000609,5,4
E02000610,1,2129
E02000610,2,1185
E02000610,3,431
E02000610,4,117
E02000610,5,9
E02000611,1,1565
E02000611,2,831
E02000611,3,221
E02000611,4,31
E02000611,5,2
E02000612,1,1803
E02000612,2,944
E02000612,3,292
E02000612,4,36
E02000612,5,3
E02000616,1,1344
E02000616,2,776
E02000616,3,227
E02000616,4,38
E02000616,5,0
E02000619,1,1765
E02000619,2,1352
E02000619,3,710
E02000619,4,211
E02000619,5,16
E02000620,1,2288
E02000620,2,1453
E02000620,3,649
E02000620,4,191
E02000620,5,8
E02000622,1,1778
E02000622,2,1212
E02000622,3,479
E02000622,4,146
E02000622,5,16
E02000623,1,1288
E02000623,2,1239
E02000623,3,613
E02000623,4,175
E02000623,5,13
E02000626,1,1236
E02000626,2,1287
E02000626,3,690
E02000626,4,216
E02000626,5,19
E02000627,1,1819
E02000627,2,1309
E02000627,3,605
E02000627,4,176
E02000627,5,8
E02000630,1,2018
E02000630,2,966
E02000630,3,329
E02000630,4,99
E02000630,5,18
E02000633,1,1826
E02000633,2,1292
E02000633,3,646
E02000633,4,173
E02000633,5,26
E02000635,1,2323
E02000635,2,1206
E02000635,3,602
E02000635,4,188
E02000635,5,18
E02000637,1,2044
E02000637,2,1135
E02000637,3,424
E02000637,4,95
E02000637,5,7
E02000638,1,1980
E02000638,2,1362
E02000638,3,600
E02000638,4,155
E02000638,5,10
E02000639,1,1619
E02000639,2,1362
E02000639,3,559
E02000639,4,169
E02000639,5,15
E02000640,1,2267
E02000640,2,1033
E02000640,3,398
E02000640,4,95
E02000640,5,13
E02000642,1,2187
E02000642,2,1269
E02000642,3,536
E02000642,4,174
E02000642,5,6
E02000643,1,2117
E02000643,2,1182
E02000643,3,508
E02000643,4,134
E02000643,5,6
E02000646,1,2134
E02000646,2,1175
E02000646,3,456
E02000646,4,127
E02000646,5,13
E02000647,1,1775
E02000647,2,1100
E02000647,3,426
E02000647,4,110
E02000647,5,12
E02000648,1,1363
E02000648,2,1025
E02000648,3,606
E02000648,4,183
E02000648,5,11
E02000649,1,2593
E02000649,2,1718
E02000649,3,734
E02000649,4,228
E02000649,5,32
E02000651,1,1711
E02000651,2,1166
E02000651,3,477
E02000651,4,111
E02000651,5,14
E02000654,1,1373
E02000654,2,1256
E02000654,3,696
E02000654,4,245
E02000654,5,26
E02000655,1,1615
E02000655,2,1481
E02000655,3,697
E02000655,4,196
E02000655,5,18
E02000658,1,1519
E02000658,2,1173
E02000658,3,547
E02000658,4,203
E02000658,5,16
E02000659,1,1916
E02000659,2,1064
E02000659,3,425
E02000659,4,125
E02000659,5,11
E02000660,1,1898
E02000660,2,1136
E02000660,3,440
E02000660,4,121
E02000660,5,8
E02000661,1,1627
E02000661,2,931
E02000661,3,354
E02000661,4,121
E02000661,5,14
E02000662,1,1521
E02000662,2,1108
E02000662,3,513
E02000662,4,153
E02000662,5,9
E02000663,1,1475
E02000663,2,897
E02000663,3,346
E02000663,4,95
E02000663,5,6
E02000667,1,1455
E02000667,2,713
E02000667,3,291
E02000667,4,62
E02000667,5,3
E02000669,1,1675
E02000669,2,1027
E02000669,3,442
E02000669,4,151
E02000669,5,13
E02000670,1,1186
E02000670,2,1005
E02000670,3,447
E02000670,4,132
E02000670,5,11
E02000671,1,1979
E02000671,2,1074
E02000671,3,470
E02000671,4,149
E02000671,5,9
E02000673,1,2025
E02000673,2,1002
E02000673,3,382
E02000673,4,89
E02000673,5,2
E02000675,1,1706
E02000675,2,1140
E02000675,3,446
E02000675,4,117
E02000675,5,11
E02000676,1,1734
E02000676,2,962
E02000676,3,396
E02000676,4,86
E02000676,5,11
E02000679,1,1576
E02000679,2,1077
E02000679,3,517
E02000679,4,183
E02000679,5,22
E02000680,1,1388
E02000680,2,963
E02000680,3,415
E02000680,4,131
E02000680,5,16
E02000681,1,1363
E02000681,2,1146
E02000681,3,625
E02000681,4,196
E02000681,5,20
E02000683,1,1153
E02000683,2,862
E02000683,3,522
E02000683,4,177
E02000683,5,10
E02000685,1,1565
E02000685,2,1095
E02000685,3,584
E02000685,4,155
E02000685,5,24
E02000686,1,1168
E02000686,2,1057
E02000686,3,576
E02000686,4,222
E02000686,5,21
E02000687,1,1635
